Serovar	Group	O Antigen	Serogroup	H Phase 1	H Phase 2	Serogroup Formula	Antigenic Formula	Subspecies
Langford	O:28 (M)	28	M	b	e,n,z15	M:b:e,n,z15	28:b:e,n,z15	I
Leeuwarden	O:11 (F)	11	F	b	1,5	F:b:1,5	11:b:1,5	I
Leopoldville	O:7 (C1)	6,7,14	C1	b	z6	C1:b:z6	6,7,14:b:z6	I
Limete	O:4 (B)	1,4,12,[27]	B	b	1,5	B:b:1,5	1,4,12,[27]:b:1,5	I
Linguere	O:9,46 (D2)	9,46	D	b	z6	D:b:z6	9,46:b:z6	I
Lockleaze	O:7 (C1)	6,7,14	C1	b	e,n,x	C1:b:e,n,x	6,7,14:b:e,n,x	I
Louga	O:30 (N)	30	N	b	1,2	N:b:1,2	30:b:1,2	I
Malstatt	O:16 (l)	16	I	b	z6	I:b:z6	16:b:z6	I
Mana	O:9 (D1)	9,12	D	b	e,n,z15	D:b:e,n,z15	9,12:b:e,n,z15	I
Maryland	O:57	57	O-57	b	1,7	O-57:b:1,7	57:b:1,7	I
Mattenhof	O:17 (J)	17	J	b	e,n,x	J:b:e,n,x	17:b:e,n,x	I
Melaka	O:16 (l)	16	I	b	1,2,5	I:b:1,2,5	16:b:1,2,5	I
Minnesota	O:21 (L)	21	L	b	e,n,x	L:b:e,n,x	21:b:e,n,x	I
Mississippi	O:13 (G)	1,13,23	G	b	1,5	G:b:1,5	1,13,23:b:1,5	I
Moero	O:28 (M)	28	M	b	1,5	M:b:1,5	28:b:1,5	I
Molesey	O:52	52	O-52	b	1,5	O-52:b:1,5	52:b:1,5	I
Montaigu	O:9,46 (D2)	9,46	D	b	1,2	D:b:1,2	9,46:b:1,2	I
Nagoya	O:8 (C2-C3)	6,8	C2-C3	b	1,5	C2-C3:b:1,5	6,8:b:1,5	I
Ndjamena	O:6,14 (H)	1,6,14,25	H	b	1,2	H:b:1,2	1,6,14,25:b:1,2	I
Neudorf	O:30 (N)	30	N	b	e,n,z15	N:b:e,n,z15	30:b:e,n,z15	I
Niederoderwitz	O:43 (U)	43	U	b	-	U:b:-	43:b:-	I
Ohio	O:7 (C1)	6,7,14	C1	b	l,w	C1:b:l,w	6,7,14:b:l,w	I
Onarimon	O:9 (D1)	1,9,12	D	b	1,2	D:b:1,2	1,9,12:b:1,2	I
Orbe	O:42 (T)	42	T	b	1,6	T:b:1,6	42:b:1,6	I
Oudwijk	O:13 (G)	13,22	G	b	1,6	G:b:1,6	13,22:b:1,6	I
Paratyphi B	O:4 (B)	1,4,[5],12	B	b	1,2	B:b:1,2	1,4,[5],12:b:1,2	I
Pharr	O:11 (F)	11	F	b	e,n,z15	F:b:e,n,z15	11:b:e,n,z15	I
Presov	O:8 (C2-C3)	6,8	C2-C3	b	e,n,z15	C2-C3:b:e,n,z15	6,8:b:e,n,z15	I
Riogrande	O:40 (R) 	40	R	b	1,5	R:b:1,5	40:b:1,5	I
Rittersbach	O:38 (P)	38	P	b	e,n,z15	P:b:e,n,z15	38:b:e,n,z15	I
Riverside	O:45 (W)	45	W	b	1,5	W:b:1,5	45:b:1,5	I
Rochdale	O:50 (Z)	50	Z	b	e,n,x	Z:b:e,n,x	50:b:e,n,x	I
Rottnest	O:13 (G)	1,13,22	G	b	1,7	G:b:1,7	1,13,22:b:1,7	I
Sanga	O:8 (C2-C3)	8	C2-C3	b	1,7	C2-C3:b:1,7	8:b:1,7	I
Sangera	O:16 (l)	16	I	b	e,n,z15	I:b:e,n,z15	16:b:e,n,z15	I
Sanktjohann	O:13 (G)	13,23	G	b	l,w	G:b:l,w	13,23:b:l,w	I
Saugus	O:40 (R) 	40	R	b	1,7	R:b:1,7	40:b:1,7	I
Schleissheim	O:4 (B)	4,12,27	B	b	-	B:b:-	4,12,27:b:-	I
Sedgwick	O:44 (V)	44	V	b	e,n,z15	V:b:e,n,z15	44:b:e,n,z15	I
Shahalam	O:44 (V)	44	V	b	1,6	V:b:1,6	44:b:1,6	I
Shipley	O:8 (C2-C3)	8,20	C2-C3	b	e,n,z15	C2-C3:b:e,n,z15	8,20:b:e,n,z15	I
Sica	O:41 (S)	41	S	b	e,n,z15	S:b:e,n,z15	41:b:e,n,z15	I
Skansen	O:8 (C2-C3)	6,8	C2-C3	b	1,2	C2-C3:b:1,2	6,8:b:1,2	I
Sophie	O:4 (B)	1,4,[5],12,[27]	B	b	-	B:b:-	1,4,[5],12,[27]:b:-	I
Sophie	O:4 (B)	1,4,[5],12,[27]	B	b	e,n,x	B:b:e,n,x	1,4,[5],12,[27]:b:e,n,x	I
Soumbedioune	O:28 (M)	28	M	b	e,n,x	M:b:e,n,x	28:b:e,n,x	I
Stourbridge	O:8 (C2-C3)	6,8	C2-C3	b	1,6	C2-C3:b:1,6	6,8:b:1,6	I
Sya	O:47 (X)	47	X	b	z6	X:b:z6	47:b:z6	I
Tambacounda	O:1,3,19 (E4)	1,3,19	E	b	e,n,x	E:b:e,n,x	1,3,19:b:e,n,x	I
Tchad	O:35 (O)	35	O	b	-	O:b:-	35:b:-	I
Tempe	O:30 (N)	30	N	b	1,7	N:b:1,7	30:b:1,7	I
Tomegbe	O:42 (T)	1,42	T	b	e,n,z15	T:b:e,n,z15	1,42:b:e,n,z15	I
Tonev	O:54	21,54	O-54	b	e,n,x	O-54:b:e,n,x	21,54:b:e,n,x	I
Tounouma	O:8 (C2-C3)	8,20	C2-C3	b	z6	C2-C3:b:z6	8,20:b:z6	I
Tripoli	O:4 (B)	1,4,12,27	B	b	z6	B:b:z6	1,4,12,27:b:z6	I
Tucson	O:6,14 (H)	[1],6,14,[25]	H	b	1,7	H:b:1,7	[1],6,14,[25]:b:1,7	I
Ullevi	O:13 (G)	1,13,23	G	b	e,n,x	G:b:e,n,x	1,13,23:b:e,n,x	I
Uppsala	O:4 (B)	1,4,12,27	B	b	1,7	B:b:1,7	1,4,12,27:b:1,7	I
Urbana	O:30 (N)	30	N	b	e,n,x	N:b:e,n,x	30:b:e,n,x	I
V 48:b:-	O:48 (Y)1	48	Y	b	-	Y:b:-	48:b:-	V
Vaertan	O:13 (G)	13,22	G	b	-	G:b:-	13,22:b:-	I
Vaugirard	O:41 (S)	41	S	b	1,6	S:b:1,6	41:b:1,6	I
Vegesack	O:16 (l)	16	I	b	l,w	I:b:l,w	16:b:l,w	I
VI 11:b:1,7	O:11 (F)	11	F	b	1,7	F:b:1,7	11:b:1,7	VI
VI 11:b:e,n,x	O:11 (F)	11	F	b	e,n,x	F:b:e,n,x	11:b:e,n,x	VI
VI 41:b:1,7	O:41 (S)	41	S	b	1,7	S:b:1,7	41:b:1,7	VI
Vietnam	O:41 (S)	41	S	b	z6	S:b:z6	41:b:z6	I
Visby	O:1,3,19 (E4)	1,3,19	E	b	1,6	E:b:1,6	1,3,19:b:1,6	I
Wa	O:16 (l)	16	I	b	1,5	I:b:1,5	16:b:1,5	I
Wagenia	O:4 (B)	1,4,12,27	B	b	e,n,z15	B:b:e,n,z15	1,4,12,27:b:e,n,z15	I
Wandsworth	O:39 (Q)	39	Q	b	1,2	Q:b:1,2	39:b:1,2	I
Wenatchee	O:47 (X)	47	X	b	1,2	X:b:1,2	47:b:1,2	I
Westminster	O:3,10 (E1)	3,{10}{15}	E	b	z35	E:b:z35	3,{10}{15}:b:z35	I
Wien	O:4 (B)	1,4,12,[27]	B	b	l,w	B:b:l,w	1,4,12,[27]:b:l,w	I
Wilmington	O:3,10 (E1)	3,10	E	b	z6	E:b:z6	3,10:b:z6	I
Wohlen	O:11 (F)	11	F	b	1,6	F:b:1,6	11:b:1,6	I
Worb	O:9,46 (D2)	9,46	D	b	e,n,x	D:b:e,n,x	9,46:b:e,n,x	I
Yaba	O:3,10 (E1)	3,{10}{15}	E	b	e,n,z15	E:b:e,n,z15	3,{10}{15}:b:e,n,z15	I
Zadar	O:9,46 (D2)	9,46	D	b	1,6	D:b:1,6	9,46:b:1,6	I
Abortusovis	O:4 (B)	4,12	B	c	1,6	B:c:1,6	4,12:c:1,6	I
Agege	O:3,10 (E1)	3,10	E	c	e,n,z15	E:c:e,n,z15	3,10:c:e,n,z15	I
Alabama	O:9 (D1)	9,12	D	c	e,n,z15	D:c:e,n,z15	9,12:c:e,n,z15	I
Alexanderpolder	O:8 (C2-C3)	8	C2-C3	c	l,w	C2-C3:c:l,w	8:c:l,w	I
Altendorf	O:4 (B)	4,12,[27]	B	c	1,7	B:c:1,7	4,12,[27]:c:1,7	I
Anderlecht	O:3,10 (E1)	3,10	E	c	l,w	E:c:l,w	3,10:c:l,w	I
Antwerpen	O:42 (T)	1,42	T	c	e,n,z15	T:c:e,n,z15	1,42:c:e,n,z15	I
Argenteuil	O:9,46 (D2)	1,9,46	D	c	1,7	D:c:1,7	1,9,46:c:1,7	I
Asylanta	O:3,10 (E1)	3,10	E	c	1,2	E:c:1,2	3,10:c:1,2	I
Belem	O:8 (C2-C3)	6,8	C2-C3	c	e,n,x	C2-C3:c:e,n,x	6,8:c:e,n,x	I
Belfast	O:8 (C2-C3)	6,8	C2-C3	c	1,7	C2-C3:c:1,7	6,8:c:1,7	I
Bida	O:1,3,19 (E4)	1,3,19	E	c	1,6	E:c:1,6	1,3,19:c:1,6	I
Birkenhead	O:7 (C1)	6,7	C1	c	1,6	C1:c:1,6	6,7:c:1,6	I
Bissau	O:4 (B)	4,12	B	c	e,n,x	B:c:e,n,x	4,12:c:e,n,x	I
Blijdorp	O:6,14 (H)	1,6,14,25	H	c	1,5	H:c:1,5	1,6,14,25:c:1,5	I
Brindisi	O:11 (F)	11	F	c	1,6	F:c:1,6	11:c:1,6	I
Bronx	O:8 (C2-C3)	6,8	C2-C3	c	1,6	C2-C3:c:1,6	6,8:c:1,6	I
Bury	O:4 (B)	4,12,27	B	c	z6	B:c:z6	4,12,27:c:z6	I
Chiredzi	O:11 (F)	11	F	c	1,5	F:c:1,5	11:c:1,5	I
Choleraesuis	O:7 (C1)	6,7	C1	c	1,5	C1:c:1,5	6,7:c:1,5	I
Cotonou	O:7 (C1)	6,7	C1	c	z6	C1:c:z6	6,7:c:z6	I
Deversoir	O:45 (W)	45	W	c	e,n,x	W:c:e,n,x	45:c:e,n,x	I
Dresden	O:28 (M)	28	M	c	e,n,x	M:c:e,n,x	28:c:e,n,x	I
Eastglam	O:1,3,19 (E4)	1,3,19	E	c	1,5	E:c:1,5	1,3,19:c:1,5	I
Eberswalde	O:28 (M)	28	M	c	1,6	M:c:1,6	28:c:1,6	I
Elokate	O:9 (D1)	9,12	D	c	1,7	D:c:1,7	9,12:c:1,7	I
Gafsa	O:16 (l)	16	I	c	1,6	I:c:1,6	16:c:1,6	I
Gaillac	O:8 (C2-C3)	8,20	C2-C3	c	1,5	C2-C3:c:1,5	8,20:c:1,5	I
Gbadago	O:3,10 (E1)	3,{10}{15}	E	c	1,5	E:c:1,5	3,{10}{15}:c:1,5	I
Goeteborg	O:9 (D1)	9,12	D	c	1,5	D:c:1,5	9,12:c:1,5	I
Gouloumbo	O:35 (O)	35	O	c	1,5	O:c:1,5	35:c:1,5	I
Halle	O:28 (M)	28	M	c	1,7	M:c:1,7	28:c:1,7	I
Hallfold	O:4 (B)	1,4,12,27	B	c	l,w	B:c:l,w	1,4,12,27:c:l,w	I
Haouaria	O:13 (G)	13,22	G	c	e,n,x,z15	G:c:e,n,x,z15	13,22:c:e,n,x,z15	I
Hermannswerder	O:28 (M)	28	M	c	1,5	M:c:1,5	28:c:1,5	I
Hissar	O:7 (C1)	6,7,14	C1	c	1,2	C1:c:1,2	6,7,14:c:1,2	I
Hithergreen	O:16 (l)	16	I	c	e,n,z15	I:c:e,n,z15	16:c:e,n,z15	I
Hydra	O:21 (L)	21	L	c	1,6	L:c:1,6	21:c:1,6	I
II 1,9,12,46,27:c:z39	O:9,46,27 (D3)	1,9,12,46,27	D	c	z39	D:c:z39	1,9,12,46,27:c:z39	II
II 11:c:e,n,z15	O:11 (F)	11	F	c	e,n,z15	F:c:e,n,z15	11:c:e,n,z15	II
II 17:c:z39	O:17 (J)	17	J	c	z39	J:c:z39	17:c:z39	II
II 21:c:e,n,x	O:21 (L)	21	L	c	e,n,x	L:c:e,n,x	21:c:e,n,x	II
II 30:c:z39	O:30 (N)	30	N	c	z39	N:c:z39	30:c:z39	II
II 51:c:-	O:51	51	O-51	c	-	O-51:c:-	51:c:-	II
II 52:c:k	O:52	52	O-52	c	k	O-52:c:k	52:c:k	II
II 53:c:1,5	O:53	53	O-53	c	1,5	O-53:c:1,5	53:c:1,5	II
II 58:c:z6	O:58	58	O-58	c	z6	O-58:c:z6	58:c:z6	II
II 39:c:e,n,x	O:39 (Q)	39	Q	c	e,n,x	Q:c:e,n,x	39:c:e,n,x	II
II 1,40:c:e,n,x,z15	O:40 (R) 	1,40	R	c	e,n,x,z15	R:c:e,n,x,z15	1,40:c:e,n,x,z15	II
II 1,40:c:z39	O:40 (R) 	1,40	R	c	z39	R:c:z39	1,40:c:z39	II
II 40:c:z6	O:40 (R) 	40	R	c	z6	R:c:z6	40:c:z6	II
II 41:c:z6	O:41 (S)	41	S	c	z6	S:c:z6	41:c:z6	II
IIIb 21:c:e,n,x,z15	O:21 (L)	21	L	c	e,n,x,z15	L:c:e,n,x,z15	21:c:e,n,x,z15	IIIb
IIIb 57:c:e,n,x,z15	O:57	57	O-57	c	e,n,x,z15	O-57:c:e,n,x,z15	57:c:e,n,x,z15	IIIb
IIIb 57:c:z	O:57	57	O-57	c	z	O-57:c:z	57:c:z	IIIb
IIIb 59:c:e,n,x,z15	O:59	59	O-59	c	e,n,x,z15	O-59:c:e,n,x,z15	59:c:e,n,x,z15	IIIb
IIIb 61:c:1,5,(7)	O:61	61	O-61	c	1,5,(7)	O-61:c:1,5,(7)	61:c:1,5,(7)	IIIb
IIIb 61:c:z35	O:61	61	O-61	c	z35	O-61:c:z35	61:c:z35	IIIb
IIIb 65:c:1,5,7	O:65	65	O-65	c	1,5,7	O-65:c:1,5,7	65:c:1,5,7	IIIb
IIIb 65:c:z	O:65	65	O-65	c	z	O-65:c:z	65:c:z	IIIb
IIIb 65:c:z53	O:65	65	O-65	c	z53	O-65:c:z53	65:c:z53	IIIb
IIIb 41:c:e,n,x,z15	O:41 (S)	41	S	c	e,n,x,z15	S:c:e,n,x,z15	41:c:e,n,x,z15	IIIb
IIIb 47:c:1,5,7	O:47 (X)	47	X	c	1,5,7	X:c:1,5,7	47:c:1,5,7	IIIb
IIIb 47:c:e,n,x,z15	O:47 (X)	47	X	c	e,n,x,z15	X:c:e,n,x,z15	47:c:e,n,x,z15	IIIb
IIIb 47:c:z	O:47 (X)	47	X	c	z	X:c:z	47:c:z	IIIb
IIIb 47:c:z35	O:47 (X)	47	X	c	z35	X:c:z35	47:c:z35	IIIb
IIIb 48:c:z	O:48 (Y)1	48	Y	c	z	Y:c:z	48:c:z	IIIb
Ikayi	O:3,10 (E1)	3,{10}{15}	E	c	1,6	E:c:1,6	3,{10}{15}:c:1,6	I
Ipeko	O:9 (D1)	9,12	D	c	1,6	D:c:1,6	9,12:c:1,6	I
Itutaba	O:9,46 (D2)	9,46	D	c	z6	D:c:z6	9,46:c:z6	I
Jericho	O:4 (B)	1,4,12,27	B	c	e,n,z15	B:c:e,n,z15	1,4,12,27:c:e,n,z15	I
Kaduna	O:7 (C1)	6,7,14	C1	c	e,n,z15	C1:c:e,n,z15	6,7,14:c:e,n,z15	I
Kampala	O:42 (T)	1,42	T	c	z6	T:c:z6	1,42:c:z6	I
Kassberg	O:6,14 (H)	1,6,14,25	H	c	1,6	H:c:1,6	1,6,14,25:c:1,6	I
Keurmassar	O:35 (O)	35	O	c	1,2	O:c:1,2	35:c:1,2	I
Kidderminster	O:38 (P)	38	P	c	1,6	P:c:1,6	38:c:1,6	I
Kodjovi	O:47 (X)	47	X	c	1,6	X:c:1,6	47:c:1,6	I
Legon	O:4 (B)	1,4,12,[27]	B	c	1,5	B:c:1,5	1,4,12,[27]:c:1,5	I
Lonestar	O:41 (S)	41	S	c	-	S:c:-	41:c:-	I
Luedinghausen	O:17 (J)	17	J	c	1,5	J:c:1,5	17:c:1,5	I
Madiago	O:1,3,19 (E4)	1,3,19	E	c	1,7	E:c:1,7	1,3,19:c:1,7	I
Madigan	O:44 (V)	44	V	c	1,5	V:c:1,5	44:c:1,5	I
Minna	O:6,14 (H)	1,6,14,25	H	c	l,w	H:c:l,w	1,6,14,25:c:l,w	I
Montreal	O:43 (U)	43	U	c	1,5	U:c:1,5	43:c:1,5	I
Morningside	O:30 (N)	30	N	c	e,n,z15	N:c:e,n,z15	30:c:e,n,z15	I
Namibia	O:7 (C1)	6,7	C1	c	e,n,x	C1:c:e,n,x	6,7:c:e,n,x	I
Okefoko	O:3,10 (E1)	3,10	E	c	z6	E:c:z6	3,10:c:z6	I
Paratyphi C	O:7 (C1)	6,7,[Vi]	C1	c	1,5	C1:c:1,5	6,7,[Vi]:c:1,5	I
Pramiso	O:3,10 (E1)	3,10	E	c	1,7	E:c:1,7	3,10:c:1,7	I
Quebec	O:44 (V)	44	V	c	e,n,z15	V:c:e,n,z15	44:c:e,n,z15	I
Quiniela	O:8 (C2-C3)	6,8	C2-C3	c	e,n,z15	C2-C3:c:e,n,z15	6,8:c:e,n,z15	I
Rawash	O:18 (K)	6,14,18	K	c	e,n,x	K:c:e,n,x	6,14,18:c:e,n,x	I
Rhone	O:21 (L)	21	L	c	e,n,x	L:c:e,n,x	21:c:e,n,x	I
Ridge	O:9 (D1)	9,12	D	c	z6	D:c:z6	9,12:c:z6	I
Runby	O:6,14 (H)	1,6,14,25	H	c	e,n,x	H:c:e,n,x	1,6,14,25:c:e,n,x	I
Santiago	O:8 (C2-C3)	8,20	C2-C3	c	e,n,x	C2-C3:c:e,n,x	8,20:c:e,n,x	I
Schwabach	O:7 (C1)	6,7	C1	c	1,7	C1:c:1,7	6,7:c:1,7	I
Shamba	O:16 (l)	16	I	c	e,n,x	I:c:e,n,x	16:c:e,n,x	I
Sheffield	O:38 (P)	38	P	c	1,5	P:c:1,5	38:c:1,5	I
Tado	O:8 (C2-C3)	8,20	C2-C3	c	z6	C2-C3:c:z6	8,20:c:z6	I
Techimani	O:28 (M)	28	M	c	z6	M:c:z6	28:c:z6	I
Typhisuis	O:7 (C1)	6,7	C1	c	1,5	C1:c:1,5	6,7:c:1,5	I
Utah	O:8 (C2-C3)	6,8	C2-C3	c	1,5	C2-C3:c:1,5	6,8:c:1,5	I
Vancouver	O:16 (l)	16	I	c	1,5	I:c:1,5	16:c:1,5	I
Victoriaborg	O:17 (J)	17	J	c	1,6	J:c:1,6	17:c:1,6	I
Wedding	O:28 (M)	28	M	c	e,n,z15	M:c:e,n,z15	28:c:e,n,z15	I
Wingrove	O:8 (C2-C3)	6,8	C2-C3	c	1,2	C2-C3:c:1,2	6,8:c:1,2	I
Woodinville	O:11 (F)	11	F	c	e,n,x	F:c:e,n,x	11:c:e,n,x	I
Yolo	O:35 (O)	35	O	c	-	O:c:-	35:c:-	I
Yolo	O:35 (O)	35	O	c	e,n,z15	O:c:e,n,z15	35:c:e,n,z15	I
Yoruba	O:16 (l)	16	I	c	l,w	I:c:l,w	16:c:l,w	I
Zaire	O:30 (N)	30	N	c	1,7	N:c:1,7	30:c:1,7	I
Ahmadi	O:1,3,19 (E4)	1,3,19	E	d	1,5	E:d:1,5	1,3,19:d:1,5	I
Albuquerque	O:6,14 (H)	1,6,14,24	H	d	z6	H:d:z6	1,6,14,24:d:z6	I
Amersfoort	O:7 (C1)	6,7,14	C1	d	e,n,x	C1:d:e,n,x	6,7,14:d:e,n,x	I
Amoutive	O:28 (M)	28	M	d	1,5	M:d:1,5	28:d:1,5	I
Ati	O:11 (F)	11	F	d	1,2	F:d:1,2	11:d:1,2	I
Ayinde	O:4 (B)	1,4,12,27	B	d	z6	B:d:z6	1,4,12,27:d:z6	I
Bangui	O:9 (D1)	9,12	D	d	e,n,z15	D:d:e,n,z15	9,12:d:e,n,z15	I
Barmbek	O:16 (l)	16	I	d	z6	I:d:z6	16:d:z6	I
Barranquilla	O:16 (l)	16	I	d	e,n,x	I:d:e,n,x	16:d:e,n,x	I
Berlin	O:17 (J)	17	J	d	1,5	J:d:1,5	17:d:1,5	I
Birmingham	O:3,10 (E1)	3,{10}{15}	E	d	l,w	E:d:l,w	3,{10}{15}:d:l,w	I
Bobo	O:44 (V)	44	V	d	1,5	V:d:1,5	44:d:1,5	I
Brezany	O:4 (B)	1,4,12,27	B	d	1,6	B:d:1,6	1,4,12,27:d:1,6	I
Buckeye	O:48 (Y)1	48	Y	d	-	Y:d:-	48:d:-	I
Caen	O:16 (l)	16	I	d	l,w	I:d:l,w	16:d:l,w	I
Chandans	O:11 (F)	11	F	d	-	F:d:-	11:d:-	I
Chandans	O:11 (F)	11	F	d	e,n,x	F:d:e,n,x	11:d:e,n,x	I
Charity	O:6,14 (H)	[1],6,14,[25]	H	d	e,n,x	H:d:e,n,x	[1],6,14,[25]:d:e,n,x	I
Chennai	O:4 (B)	4,12	B	d	z35	B:d:z35	4,12:d:z35	I
Cullingworth	O:28 (M)	28	M	d	l,w	M:d:l,w	28:d:l,w	I
Dembe	O:35 (O)	35	O	d	l,w	O:d:l,w	35:d:l,w	I
Diguel	O:13 (G)	1,13,22	G	d	e,n,z15	G:d:e,n,z15	1,13,22:d:e,n,z15	I
Driffield	O:40 (R) 	1,40	R	d	1,5	R:d:1,5	1,40:d:1,5	I
Dugbe	O:45 (W)	45	W	d	1,6	W:d:1,6	45:d:1,6	I
Duisburg	O:4 (B)	1,4,12,[27]	B	d	e,n,z15	B:d:e,n,z15	1,4,12,[27]:d:e,n,z15	I
Dunkwa	O:8 (C2-C3)	6,8	C2-C3	d	1,7	C2-C3:d:1,7	6,8:d:1,7	I
Egusi	O:41 (S)	41	S	d	1,5	S:d:1,5	41:d:1,5	I
Encino	O:6,14 (H)	1,6,14,25	H	d	l,z13,z28	H:d:l,z13,z28	1,6,14,25:d:l,z13,z28	I
Eppendorf	O:4 (B)	1,4,12,[27]	B	d	1,5	B:d:1,5	1,4,12,[27]:d:1,5	I
Eschberg	O:9 (D1)	9,12	D	d	1,7	D:d:1,7	9,12:d:1,7	I
Findorff	O:11 (F)	11	F	d	z6	F:d:z6	11:d:z6	I
Finkenwerder	O:6,14 (H)	[1],6,14,[25]	H	d	1,5	H:d:1,5	[1],6,14,[25]:d:1,5	I
Fischerstrasse	O:44 (V)	44	V	d	e,n,z15	V:d:e,n,z15	44:d:e,n,z15	I
Florida	O:6,14 (H)	[1],6,14,[25]	H	d	1,7	H:d:1,7	[1],6,14,[25]:d:1,7	I
Friedenau	O:13 (G)	13,22	G	d	1,6	G:d:1,6	13,22:d:1,6	I
Gaminara	O:16 (l)	16	I	d	1,7	I:d:1,7	16:d:1,7	I
Gokul	O:51	1,51	O-51	d	1,5	O-51:d:1,5	1,51:d:1,5	I
Gombe	O:7 (C1)	6,7,14	C1	d	e,n,z15	C1:d:e,n,z15	6,7,14:d:e,n,z15	I
Groenekan	O:18 (K)	18	K	d	1,5	K:d:1,5	18:d:1,5	I
Grumpensis	O:13 (G)	1,13,23	G	d	1,7	G:d:1,7	1,13,23:d:1,7	I
Gustavia	O:11 (F)	11	F	d	1,5	F:d:1,5	11:d:1,5	I
Handen	O:13 (G)	1,13,23	G	d	1,2	G:d:1,2	1,13,23:d:1,2	I
Hatfield	O:28 (M)	28	M	d	1,6	M:d:1,6	28:d:1,6	I
Hemingford	O:50 (Z)	50	Z	d	1,5	Z:d:1,5	50:d:1,5	I
Herston	O:8 (C2-C3)	6,8	C2-C3	d	e,n,z15	C2-C3:d:e,n,z15	6,8:d:e,n,z15	I
II 4,12:d:e,n,x	O:4 (B)	4,12	B	d	e,n,x	B:d:e,n,x	4,12:d:e,n,x	II
II 6,7:d:z42	O:7 (C1)	6,7	C1	d	z42	C1:d:z42	6,7:d:z42	II
II 6,8:d:z6	O:8 (C2-C3)	6,8	C2-C3	d	z6	C2-C3:d:z6	6,8:d:z6	II
II 1,9,12:d:e,n,x	O:9 (D1)	1,9,12	D	d	e,n,x	D:d:e,n,x	1,9,12:d:e,n,x	II
II 9,12:d:z39	O:9 (D1)	9,12	D	d	z39	D:d:z39	9,12:d:z39	II
II 3,10:d:e,n,x	O:3,10 (E1)	3,10	E	d	e,n,x	E:d:e,n,x	3,10:d:e,n,x	II
II 13,22:d:1,5	O:13 (G)	13,22	G	d	1,5	G:d:1,5	13,22:d:1,5	II
II 13,23:d:e,n,x	O:13 (G)	13,23	G	d	e,n,x	G:d:e,n,x	13,23:d:e,n,x	II
II 16:d:1,5	O:16 (l)	16	I	d	1,5	I:d:1,5	16:d:1,5	II
II 16:d:e,n,x	O:16 (l)	16	I	d	e,n,x	I:d:e,n,x	16:d:e,n,x	II
II 52:d:e,n,x,z15	O:52	52	O-52	d	e,n,x,z15	O-52:d:e,n,x,z15	52:d:e,n,x,z15	II
II 52:d:z39	O:52	52	O-52	d	z39	O-52:d:z39	52:d:z39	II
II 53:d:1,5	O:53	53	O-53	d	1,5	O-53:d:1,5	53:d:1,5	II
II 1,53:d:z39	O:53	1,53	O-53	d	z39	O-53:d:z39	1,53:d:z39	II
II 53:d:z42	O:53	53	O-53	d	z42	O-53:d:z42	53:d:z42	II
II 56:d:-	O:56	56	O-56	d	-	O-56:d:-	56:d:-	II
II 57:d:1,5	O:57	57	O-57	d	1,5	O-57:d:1,5	57:d:1,5	II
II 58:d:z6	O:58	58	O-58	d	z6	O-58:d:z6	58:d:z6	II
II 35:d:1,5	O:35 (O)	35	O	d	1,5	O:d:1,5	35:d:1,5	II
II 38:d:-	O:38 (P)	38	P	d	-	P:d:-	38:d:-	II
II 38:d:1,5	O:38 (P)	38	P	d	1,5	P:d:1,5	38:d:1,5	II
II 38:d:z39	O:38 (P)	38	P	d	z39	P:d:z39	38:d:z39	II
II 40:d:-	O:40 (R) 	40	R	d	-	R:d:-	40:d:-	II
II 41:d:z6	O:41 (S)	41	S	d	z6	S:d:z6	41:d:z6	II
II 42:d:z6	O:42 (T)	42	T	d	z6	T:d:z6	42:d:z6	II
II 43:d:e,n,x,z15	O:43 (U)	43	U	d	e,n,x,z15	U:d:e,n,x,z15	43:d:e,n,x,z15	II
II 43:d:z39	O:43 (U)	43	U	d	z39	U:d:z39	43:d:z39	II
II 43:d:z42	O:43 (U)	43	U	d	z42	U:d:z42	43:d:z42	II
II 47:d:1,5	O:47 (X)	47	X	d	1,5	X:d:1,5	47:d:1,5	II
II 47:d:e,n,x,z15	O:47 (X)	47	X	d	e,n,x,z15	X:d:e,n,x,z15	47:d:e,n,x,z15	II
II 47:d:z39	O:47 (X)	47	X	d	z39	X:d:z39	47:d:z39	II
II 48:d:1,2	O:48 (Y)1	48	Y	d	1,2	Y:d:1,2	48:d:1,2	II
II 48:d:z6	O:48 (Y)1	48	Y	d	z6	Y:d:z6	48:d:z6	II
Isangi	O:7 (C1)	6,7,14	C1	d	1,5	C1:d:1,5	6,7,14:d:1,5	I
Isuge	O:13 (G)	13,23	G	d	z6	G:d:z6	13,23:d:z6	I
IV 50:d:-	O:50 (Z)	50	Z	d	-	Z:d:-	50:d:-	IV
Jaffna	O:9 (D1)	1,9,12	D	d	z35	D:d:z35	1,9,12:d:z35	I
Kambole	O:7 (C1)	6,7	C1	d	1,[2],7	C1:d:1,[2],7	6,7:d:1,[2],7	I
Karachi	O:45 (W)	45	W	d	e,n,x	W:d:e,n,x	45:d:e,n,x	I
Karlshamn	O:17 (J)	17	J	d	e,n,z15	J:d:e,n,z15	17:d:e,n,z15	I
Kermel	O:44 (V)	44	V	d	e,n,x	V:d:e,n,x	44:d:e,n,x	I
Kisii	O:7 (C1)	6,7	C1	d	1,2	C1:d:1,2	6,7:d:1,2	I
